chr	start	end	V4	V6
chr3	28363843	28390618	NM_001271650	-
chr3	28373179	28390618	NM_001134433	-
chr3	29305684	29322430	NR_109804	-
chr3	29968301	29975647	NR_046556	-
chr3	31745704	31763078	NR_049771	+
chr3	32023265	32033228	NM_001137674	+
chr3	32148002	32210207	NM_015141	+
chr3	32433162	32496333	NM_138410	+
chr3	32433162	32496333	NM_181472	+
chr3	32522803	32544403	NM_017801	-
chr3	32567462	32612366	NM_016141	-
chr3	32993065	32996403	NM_005508	+
chr3	33038099	33138694	NM_001135602	-
chr3	33131907	33138293	NM_001136238	-
chr3	33131907	33138293	NM_001039770	-
chr3	33038099	33138694	NM_000404	-
chr3	33038099	33138314	NM_001079811	-
chr3	33191536	33260707	NM_015551	-
chr3	33429828	33481897	NM_001128161	-
chr3	33429828	33481870	NM_014517	-
chr3	33429828	33481870	NM_001128160	-
chr3	33840062	33911199	NM_001162429	+
chr3	33840062	33911199	NM_013374	+
chr3	33840062	33868756	NM_001256192	+
chr3	35721112	35727379	NM_001267618	+
chr3	35721115	35727379	NM_001025068	+
chr3	35680665	35727379	NM_001267616	+
chr3	35721115	35727379	NM_001025069	+
chr3	35722428	35727379	NM_198399	+
chr3	35785967	35786051	NR_029824	+
chr3	36753912	36781352	NM_033403	-
chr3	37027356	37034795	NM_014805	-
chr3	37034840	37092337	NM_000249	+
chr3	37035267	37092337	NM_001167617	+
chr3	37035267	37092337	NM_001258274	+
chr3	37035267	37092337	NM_001167619	+
chr3	37034840	37092337	NM_001258273	+
chr3	37034840	37092337	NM_001258271	+
chr3	37035267	37092337	NM_001167618	+
chr3	37094116	37217851	NM_001134369	-
chr3	37094116	37216096	NM_006309	-
chr3	37094116	37216706	NM_001282691	-
chr3	37094116	37217851	NM_017724	-
chr3	37440967	37459865	NM_178342	+
chr3	37440967	37476988	NM_178339	+
chr3	38048986	38071154	NM_006225	-
chr3	38035077	38048676	NM_015873	+
chr3	38048986	38066278	NR_024071	-
chr3	38010894	38010971	NR_029499	+
chr3	38048986	38066278	NM_001130964	-
chr3	38179968	38184512	NM_001172567	+
chr3	38179968	38184512	NM_001172566	+
chr3	38179968	38184512	NM_001172569	+
chr3	38179968	38184512	NM_001172568	+
chr3	38164200	38178733	NM_001607	-
chr3	38179968	38184512	NM_002468	+
chr3	38164200	38178733	NM_001130410	-
chr3	38164200	38178733	NR_024024	-
chr3	38347444	38359859	NM_004803	+
chr3	38307297	38319806	NM_004256	+
chr3	38492517	38496311	NR_028389	-
chr3	38495789	38534633	NM_001106	+
chr3	38537762	38567796	NM_001145464	+
chr3	38537762	38567796	NM_005107	+
chr3	39093506	39137881	NM_020839	+
chr3	39149151	39180394	NM_145755	+
chr3	39138089	39149854	NM_031899	-
chr3	39138089	39149391	NM_001278790	-
chr3	39138089	39149391	NM_001278789	-
chr3	39149151	39180394	NM_001105513	+
chr3	39138089	39149391	NR_103867	-
chr3	39179696	39179757	NR_106880	+
chr3	39138089	39149391	NR_103866	-
chr3	39224705	39234085	NM_001198621	-
chr3	39224706	39234077	NM_194293	-
chr3	39304984	39321527	NM_001337	-
chr3	39371196	39375171	NM_005201	+
chr3	39424814	39438819	NM_017875	+
chr3	39449881	39450030	NR_002325	+
chr3	39543556	39544517	NM_001278323	+
chr3	39509063	39557494	NM_001278322	+
chr3	39509063	39557494	NM_182935	+
chr3	39509063	39570988	NR_103504	+
chr3	39509063	39557494	NR_103506	+
chr3	39509063	39570988	NR_103505	+
chr3	39509063	39570988	NR_003090	+
chr3	40351172	40353915	NM_005875	+
chr3	40428646	40466490	NM_001291961	+
chr3	40428646	40470117	NM_001248	+
chr3	40432441	40494799	NR_040100	-
chr3	40428735	40470117	NM_001291960	+
chr3	40566368	40581285	NM_198484	+
chr3	40547601	40559712	NM_001256168	+
chr3	40518632	40530069	NM_001145083	+
chr3	40566368	40581285	NM_001287245	+
chr3	40518603	40531728	NM_001145093	+
chr3	40547529	40559712	NM_001256167	+
chr3	40547529	40559712	NM_175888	+
chr3	40518603	40531728	NR_026746	+
chr3	40518603	40531728	NM_001145082	+
chr3	40566368	40581285	NM_001098414	+
chr3	41240941	41281939	NM_001098210	+
chr3	41240941	41281939	NM_001904	+
chr3	41240941	41281939	NM_001098209	+
chr3	42299317	42307662	NM_000729	-
chr3	42299317	42305439	NM_001174138	-
chr3	42438574	42452065	NM_144634	-
chr3	42544103	42579065	NM_001251885	+
chr3	42572387	42574098	NR_046654	-
chr3	42544103	42579065	NM_004624	+
chr3	42530790	42579065	NM_001251882	+
chr3	42544103	42579065	NM_001251883	+
chr3	42544103	42579065	NM_001251884	+
chr3	42695175	42709072	NM_145166	+
chr3	42642146	42690233	NM_005385	+
chr3	42632297	42636490	NM_016305	+
chr3	42653801	42695880	NR_125400	-
chr3	42824399	42846027	NM_001099669	-
chr3	42824399	42845934	NM_001099668	-
chr3	42749873	42814745	NM_144719	-
chr3	42734154	42743013	NR_027753	-
chr3	42734154	42744319	NM_020707	-
chr3	42824399	42846027	NM_014056	-
chr3	42774066	42786650	NR_046732	+
chr3	42812103	42815126	NR_122070	+
chr3	42947401	42960825	NM_207404	+
chr3	42913683	42917633	NM_004391	-
chr3	42977833	42984283	NM_001205272	+
chr3	42947657	42960825	NM_001134656	+
chr3	42975735	42978277	NR_122033	-
chr3	43020758	43099207	NM_001129908	+
chr3	43388410	43393454	NR_046757	-
chr3	43732374	43764217	NM_016006	+
chr3	44155703	44155802	NR_029700	+
chr3	44379943	44401294	NM_001029839	+
chr3	44379610	44401294	NM_001029840	+
chr3	44481261	44519162	NM_181489	-
chr3	44540461	44552132	NM_001287349	-
chr3	44596666	44613650	NM_018651	+
chr3	44596666	44624956	NM_001288592	+
chr3	44666510	44686752	NM_006991	+
chr3	44596666	44624956	NM_025169	+
chr3	44626455	44637557	NM_173658	+
chr3	44596666	44613650	NM_001288590	+
chr3	44596666	44624956	NM_001288591	+
chr3	44658619	44666289	NR_046658	-
chr3	44666510	44689963	NM_001024855	+
chr3	44771097	44778575	NM_145044	+
chr3	44754134	44765323	NM_033210	+
chr3	44754134	44765323	NM_001134442	+
chr3	44754134	44765323	NM_001282880	+
chr3	44790235	44803173	NM_020696	-
chr3	44754134	44765323	NM_001134441	+
chr3	44754134	44765323	NM_001134440	+
chr3	44771097	44778575	NM_001258280	+
chr3	44916097	44956088	NM_003241	+
chr3	44903407	44907154	NM_144638	+
chr3	44903379	44903473	NR_030290	+
chr3	45017740	45052962	NM_015004	+
chr3	45017740	45054158	NR_023353	+
chr3	45067758	45077563	NM_003278	+
chr3	45151707	45187914	NM_178181	-
chr3	45123765	45187914	NM_022842	-
chr3	45265955	45267814	NM_015444	-
chr3	45524186	45551037	NR_048543	-
chr3	45636322	45722755	NM_014240	+
chr3	45719656	45730374	NR_033947	-
chr3	45796940	45838035	NM_020208	-
chr3	45796940	45838035	NM_022405	-
chr3	45984972	45989845	NM_006564	+
chr3	45927995	45944667	NM_006641	+
chr3	45927995	45944667	NM_001256369	+
chr3	45927995	45944667	NM_031200	+
chr3	46062290	46068979	NM_005283	-
chr3	46062290	46068979	NM_001024644	-
chr3	46243199	46249832	NM_001295	-
chr3	46283871	46308197	NM_001837	+
chr3	46283871	46308197	NM_001164680	+
chr3	46283871	46308197	NM_178329	+
chr3	46283871	46308197	NM_178328	+
chr3	46477495	46505161	NM_001199149	-
chr3	46448720	46451014	NM_003965	+
chr3	46477495	46506632	NM_002343	-
chr3	46449048	46451014	NM_001130910	+
chr3	46411632	46417697	NM_000579	+
chr3	46411632	46417697	NM_001100168	+
chr3	46406150	46448550	NR_125406	-
chr3	46539484	46542439	NM_031440	+
chr3	46619075	46623952	NM_003212	+
chr3	46556877	46608040	NM_024512	-
chr3	46616044	46623952	NM_001174136	+
chr3	46598887	46601178	NR_073385	+
chr3	46710484	46735146	NM_001190707	-
chr3	46753605	46759373	NM_013270	-
chr3	46742822	46752413	NM_147196	+
chr3	46783580	46786245	NM_199183	-
chr3	46710484	46718899	NM_182775	-
chr3	46710484	46735194	NR_033815	-
chr3	46710484	46735194	NM_147129	-
chr3	46761072	46777921	NM_001205271	-
chr3	46871893	46875585	NM_182702	-
chr3	46899356	46904973	NM_000258	-
chr3	47021172	47051194	NM_015175	+
chr3	46963219	47023500	NM_144716	-
chr3	46963219	47017991	NR_102269	-
chr3	46963219	47018257	NM_001277074	-
chr3	47205859	47285606	NR_033373	+
chr3	47324329	47388306	NM_025010	+
chr3	47455183	47517445	NM_012235	-
chr3	47537129	47555199	NM_001031703	-
chr3	47603727	47621730	NM_001206942	-
chr3	47603727	47620359	NM_001206943	-
chr3	47603727	47621730	NM_001206945	-
chr3	47603727	47620359	NM_006574	-
chr3	47603727	47620359	NM_001206944	-
chr3	47844398	47891686	NM_138615	+
chr3	47844398	47891686	NM_014966	+
chr3	47891044	47891119	NR_031595	+
chr3	47844398	47858462	NR_075079	+
chr3	48198667	48229801	NM_001789	-
chr3	48198667	48229801	NM_201567	-
chr3	48282595	48312479	NM_016089	+
chr3	48335588	48342848	NM_005793	-
chr3	48238053	48238106	NR_039645	+
chr3	48264836	48266981	NM_004345	+
chr3	48413708	48436190	NM_207102	+
chr3	48473579	48481529	NM_024661	-
chr3	48473579	48481529	NM_001256967	-
chr3	48473579	48481529	NM_001256965	-
chr3	48445260	48471460	NM_001130082	-
chr3	48473579	48481529	NM_001256969	-
chr3	48445260	48470872	NM_002673	-
chr3	48473579	48481529	NM_001256966	-
chr3	48413708	48436190	NM_001159929	+
chr3	48413708	48436190	NM_001159927	+
chr3	48481685	48485537	NM_015933	+
chr3	48473579	48481529	NM_001256968	-
chr3	48473579	48481529	NM_001256964	-
chr3	48509196	48514742	NM_001272083	-
chr3	48509196	48541682	NM_016479	-
chr3	48509196	48542259	NM_001272066	-
chr3	48599150	48601201	NM_033199	-
chr3	48506918	48509044	NM_007248	+
chr3	48506918	48509044	NM_016381	+
chr3	48506918	48509044	NM_033629	+
chr3	48509196	48514742	NM_001272082	-
chr3	48616334	48616410	NR_031756	-
chr3	48509196	48541483	NM_001272068	-
chr3	48509196	48542247	NM_001272067	-
chr3	48509196	48541682	NM_001272065	-
chr3	48555116	48594227	NM_004567	-
chr3	48587393	48587454	NR_106881	-
chr3	48730883	48754711	NM_001146179	-
chr3	48730883	48754711	NM_001146178	-
chr3	48730883	48754711	NR_027437	-
chr3	48663155	48672926	NM_134426	-
chr3	48663155	48672926	NM_022911	-
chr3	48673895	48700348	NM_001407	-
chr3	48730883	48754711	NM_001190317	-
chr3	48711271	48723366	NM_016453	-
chr3	48730883	48754711	NM_001190316	-
chr3	48681626	48681713	NR_039956	-
chr3	48725435	48754711	NM_016291	-
chr3	48701200	48706603	NR_111921	+
chr3	48636431	48647098	NM_003365	-
chr3	48711271	48723366	NM_184231	-
chr3	48730883	48754711	NR_027438	-
chr3	48663155	48672926	NM_134263	-
chr3	48725435	48754711	NM_001005909	-
chr3	48730883	48754711	NM_001005911	-
chr3	48730883	48754711	NM_001005910	-
chr3	48663155	48671279	NM_001040454	-
chr3	48658274	48659189	NM_001008269	-
chr3	48663155	48672926	NM_001281733	-
chr3	48663155	48672926	NM_001281732	-
chr3	48671068	48671131	NR_106882	-
chr3	48788092	48885270	NM_004157	-
chr3	48885369	48889415	NR_109996	+
chr3	48885369	48889415	NR_109997	+
chr3	48894355	48936426	NM_000387	-
chr3	48955220	48956818	NM_001123040	-
chr3	49052920	49058504	NM_018114	-
chr3	49067141	49131504	NM_017730	-
chr3	49059073	49060926	NM_199069	+
chr3	49027340	49044581	NM_177939	+
chr3	49044636	49053386	NM_018031	+
chr3	49133364	49142562	NM_005051	-
chr3	49027340	49044581	NM_177938	+
chr3	49058617	49060926	NM_199073	+
chr3	49067141	49131504	NM_198880	-
chr3	49137286	49137347	NR_106950	-
chr3	49058050	49058142	NR_029690	-
chr3	49057580	49057667	NR_029948	-
chr3	49059073	49060926	NM_199070	+
chr3	49133364	49142562	NR_073590	-
chr3	49057907	49060926	NM_199074	+
chr3	49052920	49056041	NM_001276405	-
chr3	49052920	49056041	NM_001009996	-
chr3	49061761	49066875	NM_000884	-
chr3	49133364	49142562	NM_001272073	-
chr3	49209017	49213919	NM_173546	+
chr3	49158546	49170599	NM_002292	-
chr3	49199967	49203785	NM_022903	-
chr3	49190291	49191834	NR_004405	-
chr3	49215068	49229291	NM_001080528	-
chr3	49394608	49395791	NM_201397	-
chr3	49314576	49377536	NM_199443	-
chr3	49349217	49377536	NM_001251877	-
chr3	49306029	49314508	NM_198562	-
chr3	49314576	49377536	NM_003363	-
chr3	49394608	49395791	NM_000581	-
chr3	49311552	49311619	NR_036233	+
chr3	49454210	49460111	NM_001164712	-
chr3	49454210	49460111	NM_001164710	-
chr3	49454210	49460111	NM_000481	-
chr3	49454210	49460111	NM_001164711	-
chr3	49459765	49466757	NM_032316	-
chr3	49449638	49453909	NM_022171	+
chr3	49454210	49460111	NR_028435	-
chr3	49586738	49591799	NR_038866	-
chr3	49754266	49757238	NM_198722	-
chr3	49711434	49720934	NM_001640	+
chr3	49726949	49758962	NM_022064	+
chr3	49721379	49726196	NM_020998	-
chr3	49758908	49761407	NM_013334	-
chr3	49758908	49761407	NM_021971	-
chr3	49895421	49907369	NM_024046	-
chr3	49866027	49893992	NM_005879	-
chr3	49842637	49851391	NM_003335	-
chr3	49840686	49842463	NM_203370	+
chr3	49828166	49837254	NM_001007540	-
chr3	49843569	49843678	NR_049825	-
chr3	49946301	49967445	NM_032355	-
chr3	49946301	49967445	NM_001142501	-
chr3	50126340	50156397	NM_005778	+
chr3	50126340	50156397	NR_036627	+
chr3	50137035	50138421	NR_045388	-
chr3	50229042	50235129	NM_144499	+
chr3	50229042	50235129	NM_000172	+
chr3	50284325	50296786	NM_001166425	+
chr3	50273588	50296786	NM_002070	+
chr3	50325162	50330026	NM_006764	-
chr3	50316517	50325545	NM_153215	+
chr3	50304989	50314602	NM_004636	+
chr3	50310666	50310728	NR_106932	+
chr3	50242678	50258411	NM_006841	+
chr3	50264119	50296786	NM_001282620	+
chr3	50264119	50296786	NM_001282619	+
chr3	50273588	50296786	NM_001282618	+
chr3	50268207	50296786	NM_001282617	+
chr3	50264867	50264922	NR_106714	+
chr3	50306592	50314602	NM_001290061	+
chr3	50310549	50314602	NR_110697	+
chr3	50304072	50304803	NR_110702	-
chr3	50310549	50314602	NM_001290063	+
chr3	50310549	50314602	NM_001290062	+
chr3	50306426	50314602	NM_001290060	+
chr3	50304989	50314602	NM_001005914	+
chr3	50367216	50375664	NM_170712	-
chr3	50337319	50341032	NM_153285	-
chr3	50337319	50341032	NM_153283	-
chr3	50337319	50341032	NM_153282	-
chr3	50367216	50378367	NM_007182	-
chr3	50388125	50391496	NM_007022	+
chr3	50392179	50396939	NM_007024	-
chr3	50355220	50360281	NM_033158	-
chr3	50384918	50388486	NM_006545	-
chr3	50333832	50336320	NM_001200018	-
chr3	50378536	50383156	NM_015896	-
chr3	50337319	50341032	NR_047690	-
chr3	50355220	50360281	NM_003773	-
chr3	50337319	50341032	NM_033159	-
chr3	50333832	50336852	NM_012191	-
chr3	50337319	50349812	NM_153281	-
chr3	50367216	50374895	NM_170713	-
chr3	50367216	50378367	NM_170714	-
chr3	50367216	50378367	NM_001206957	-
chr3	50374941	50375727	NR_109831	+
chr3	50333832	50336852	NM_001200016	-
chr3	50388125	50391496	NM_001291284	+
chr3	50402764	50405628	NR_111913	+
chr3	50388125	50405628	NR_111912	+
chr3	50402764	50405628	NR_111914	+
chr3	50362339	50365669	NM_007275	-
chr3	50643884	50649262	NM_013324	-
chr3	50595455	50605223	NM_016210	-
chr3	50606908	50622421	NM_016173	+
chr3	50712510	50712594	NR_039950	+
chr3	50595455	50605223	NM_001171743	-
chr3	50595455	50608458	NM_001171741	-
chr3	50595455	50605223	NM_001171740	-
chr3	50654561	50686728	NM_004635	+
chr3	50649292	50686728	NM_001243926	+
chr3	50643884	50649262	NM_145071	-
chr3	50654561	50686728	NM_001243925	+
chr3	51422667	51426828	NM_006010	+
chr3	51428698	51435336	NM_013286	+
chr3	51705190	51738339	NM_001129884	+
chr3	51741080	51752625	NM_000839	+
chr3	51705190	51738339	NM_015926	+
chr3	51705642	51738339	NR_103462	+
chr3	51741080	51752625	NM_001130063	+
chr3	51705642	51738339	NR_103463	+
chr3	51705190	51738339	NM_001278195	+
chr3	51705289	51738339	NM_001243726	+
chr3	51705190	51738339	NR_024012	+
chr3	51705190	51738339	NM_001243727	+
chr3	51705289	51738339	NM_001243725	+
chr3	51860898	51864874	NM_001207023	+
chr3	51860898	51864874	NM_001085479	+
chr3	51895644	51897440	NM_203424	+
chr3	51812576	51813203	NM_001143833	-
chr3	51851618	51852355	NR_038215	+
chr3	51851618	51853651	NR_038214	+
chr3	51851618	51853651	NR_038213	+
chr3	52017299	52023218	NM_001198895	+
chr3	52002525	52008646	NM_032750	-
chr3	52009041	52015216	NM_015407	+
chr3	52002525	52008646	NM_001254753	-
chr3	51991469	52001450	NM_020418	-
chr3	51967441	51975957	NM_004704	-
chr3	51991469	52001482	NM_001174100	-
chr3	51991469	52001482	NM_033008	-
chr3	52017299	52023218	NM_000666	+
chr3	52017299	52023218	NM_001198898	+
chr3	51991469	51996908	NM_033010	-
chr3	52017299	52023218	NM_001198897	+
chr3	52027643	52029958	NM_000992	-
chr3	51907736	51909600	NM_001145059	-
chr3	51976360	51982883	NM_005485	+
chr3	52002525	52008646	NM_001146314	-
chr3	51989329	51991520	NM_080865	+
chr3	51928891	51937386	NM_152397	-
chr3	52017299	52023218	NM_001198896	+
chr3	52009041	52023218	NR_037192	+
chr3	51907611	51909783	NR_109984	+
chr3	51976360	51982883	NM_001003931	+
chr3	52082936	52090461	NM_001947	-
chr3	52096109	52099128	NR_027331	-
chr3	52280185	52284615	NM_001122870	+
chr3	52232098	52248343	NM_000688	+
chr3	52279808	52284615	NM_144641	+
chr3	52255095	52260179	NM_017442	-
chr3	52262625	52273183	NM_007284	-
chr3	52232098	52248343	NM_199166	+
chr3	52302293	52302377	NR_029660	-
chr3	52321835	52329272	NM_145262	+
chr3	52321835	52327021	NM_001144951	+
chr3	52321835	52329272	NR_026701	+
chr3	52321835	52329272	NR_026700	+
chr3	52321835	52329272	NR_026699	+
chr3	52328234	52328324	NR_029677	-
chr3	52321835	52329272	NR_026702	+
chr3	52322595	52323749	NR_046719	-
chr3	52529355	52558511	NM_015136	+
chr3	52485106	52488057	NM_003280	-
chr3	52467267	52479043	NM_020163	-
chr3	52435019	52444121	NM_004656	-
chr3	52489523	52515926	NM_001276294	+
chr3	52444576	52457657	NM_016483	+
chr3	52446826	52457657	NM_001278221	+
chr3	52489523	52527088	NM_007184	+
chr3	52489523	52515926	NM_001276293	+
chr3	52570620	52574586	NM_001124767	+
chr3	52744795	52804965	NM_001193533	-
chr3	52744795	52804965	NM_003157	-
chr3	52719935	52728510	NM_014366	+
chr3	52719935	52728510	NM_206825	+
chr3	52723255	52723331	NR_003047	+
chr3	52724753	52724846	NR_003687	+
chr3	52728499	52740099	NM_001278281	-
chr3	52728499	52740099	NM_018446	-
chr3	52739856	52742197	NM_014041	+
chr3	52728499	52740099	NM_001278280	-
chr3	52726751	52726828	NR_003057	+
chr3	52728499	52737714	NM_152932	-
chr3	52719935	52728510	NM_206826	+
chr3	52728499	52740099	NM_001010983	-
chr3	52867130	52931597	NM_001198974	-
chr3	52847005	52864717	NM_001166449	-
chr3	52880478	52880568	NR_107031	-
chr3	52828783	52843025	NM_002217	+
chr3	52870771	52931597	NM_198563	-
chr3	52847005	52864717	NM_002218	-
chr3	52867130	52869235	NM_205853	-
chr3	52857950	52859330	NR_046615	+
chr3	53122500	53164470	NM_052859	-
chr3	53259652	53290130	NM_001064	-
chr3	53258722	53290130	NM_001135055	-
chr3	53259652	53290130	NM_001258028	-
chr3	53259652	53290130	NR_047580	-
chr3	53880576	53899827	NM_018725	+
chr3	53919225	53925989	NM_021237	-
chr3	53901093	53916229	NM_022899	-
chr3	54666150	54673884	NR_027122	-
chr3	54952380	54962072	NM_020678	-
chr3	55499742	55521670	NM_003392	-
chr3	55499742	55515426	NM_001256105	-
chr3	55691242	55693497	NR_024615	-
chr3	55886519	55886622	NR_037502	-
chr3	56654159	56717135	NM_001112736	-
chr3	56654159	56698074	NM_015224	-
chr3	56761445	56809745	NM_001128616	-
chr3	56761445	56835995	NM_019555	-
chr3	56974067	56994880	NR_046572	+
chr3	57094468	57109460	NM_181727	+
chr3	57231943	57234280	NM_003865	-
chr3	57302378	57326710	NM_001142733	-
chr3	57302378	57312980	NM_130387	-
chr3	57483730	57530071	NM_198564	-
chr3	57541980	57547768	NM_177966	+
chr3	57557089	57583215	NM_001660	-
chr3	58291971	58305920	NR_049758	+
chr3	58291971	58305920	NR_049757	+
chr3	58291971	58305920	NR_049756	+
chr3	58291971	58305920	NM_007042	+
chr3	58291971	58305920	NM_001098783	+
chr3	58223258	58280461	NM_020676	+
chr3	58291971	58305920	NR_049755	+
chr3	58413356	58419566	NR_033384	-
chr3	58413356	58419579	NM_001173468	-
chr3	58413356	58419579	NM_000925	-
chr3	58549838	58563491	NM_007177	-
chr3	58549838	58572840	NM_001282713	-
chr3	58477822	58488087	NM_001128214	+
chr3	58549838	58563491	NM_001076778	-
chr3	58484091	58488087	NM_153331	+
chr3	58490862	58522929	NM_003500	-
chr3	58619669	58652561	NM_138805	-
chr3	62304647	62321888	NM_001291941	+
chr3	62355346	62359190	NM_018008	-
chr3	62304647	62309808	NM_001291943	+
chr3	62304647	62321888	NM_001291942	+
chr3	62304717	62321888	NM_020685	+
chr3	63088363	63110737	NR_027104	+
chr3	63638343	63650891	NM_001080537	+
chr3	63846320	63847495	NR_104326	+
chr3	63989697	63997917	NR_038286	+
chr3	63996224	64009148	NM_001271781	-
chr3	63996224	64009282	NM_001271779	-
chr3	63996224	64009282	NM_014814	-
chr3	64064036	64073039	NR_033978	-
chr3	64053639	64088807	NR_045697	+
